i,lid,rc,expansion,time,recall
3075, 33.279659316606384, 1.6571155786514282, 1.0255924463272095, 0.00017490386962890626, 0.62
3076, 51.278688199151134, 1.4155066013336182, 1.0119199752807617, 0.00017595291137695312, 0.17
3077, 35.19255117825035, 1.5493534803390503, 1.0167845487594604, 0.00017366409301757812, 0.08
3078, 25.664498417660266, 1.5681519508361816, 1.0162935256958008, 0.00016198158264160156, 0.31
3079, 85.09043826853868, 1.5705360174179077, 1.011888027191162, 0.00016717910766601564, 0.38
3080, 62.052415413471884, 1.345054268836975, 1.0130362510681152, 0.00017838478088378907, 0.07
3081, 39.632515366293575, 1.737912893295288, 1.0239273309707642, 0.0001697540283203125, 0.43
3082, 61.07004070017418, 1.4690207242965698, 1.011452555656433, 0.00020122528076171875, 0.22
3083, 31.178414549372697, 1.6343709230422974, 1.0235267877578735, 0.00016841888427734374, 0.42
3084, 23.362065306731104, 1.8328863382339478, 1.0304535627365112, 0.00018453598022460938, 0.44
3085, 41.106274968834896, 1.565717339515686, 1.0173200368881226, 0.00016264915466308595, 0.33
3086, 19.505582756081257, 1.9411790370941162, 1.0421684980392456, 0.00015959739685058593, 0.69
3087, 39.39394004770518, 1.4222335815429688, 1.0171451568603516, 0.00015616416931152344, 0.14
3088, 24.298976072410856, 1.4769278764724731, 1.0234216451644897, 0.0001762866973876953, 0.36
3089, 53.15705494212888, 1.3639276027679443, 1.013293743133545, 0.00016779899597167968, 0.01
3090, 21.745489331728628, 1.559098720550537, 1.037469744682312, 0.00014967918395996093, 0.49
3091, 25.438224059133336, 1.402348518371582, 1.0162619352340698, 0.00016589164733886718, 0.02
3092, 52.81338668969575, 1.5633316040039062, 1.0139212608337402, 0.00018520355224609374, 0.16
3093, 40.37708857755314, 1.727064609527588, 1.0185390710830688, 0.0001766681671142578, 0.37
3094, 30.005228226530228, 1.4915727376937866, 1.025371789932251, 0.00015554428100585937, 0.48
3095, 68.75101396151693, 1.2413344383239746, 1.008630394935608, 0.00017452239990234375, 0.01
3096, 59.35304110203595, 1.4895366430282593, 1.0139838457107544, 0.00019750595092773437, 0.08
3097, 17.35858206848307, 1.5460424423217773, 1.0337826013565063, 0.0001758575439453125, 0.63
3098, 60.79606105830355, 1.5217149257659912, 1.012121319770813, 0.0001758575439453125, 0.25
3099, 51.92619873912253, 1.3738313913345337, 1.0096453428268433, 0.00017609596252441407, 0.01
3100, 49.914916761479056, 1.6362226009368896, 1.0162988901138306, 0.00018339157104492189, 0.11
3101, 30.50931700637511, 1.5072131156921387, 1.026545763015747, 0.00017676353454589843, 0.41
3102, 34.497667919373654, 1.3979161977767944, 1.0131570100784302, 0.00017170906066894532, 0.0
3103, 42.810356632120914, 1.531036615371704, 1.0192615985870361, 0.00019092559814453124, 0.37
3104, 66.32579928613114, 1.3555723428726196, 1.010429859161377, 0.0001556873321533203, 0.02
3105, 98.79082833354418, 1.2262232303619385, 1.0076392889022827, 0.00015082359313964844, 0.0
3106, 28.16987197752606, 1.454522728919983, 1.0200541019439697, 0.00019006729125976564, 0.37
3107, 18.601035362124264, 1.7522813081741333, 1.0324170589447021, 0.00015001296997070314, 0.49
3108, 38.96149787370552, 1.7131370306015015, 1.0203901529312134, 0.00015864372253417968, 0.32
3109, 60.172621718521334, 1.4934711456298828, 1.0135669708251953, 0.00018215179443359375, 0.04
3110, 25.911921608652364, 1.6983846426010132, 1.021296501159668, 0.00016460418701171874, 0.26
3111, 76.5258053144217, 1.4026495218276978, 1.011789083480835, 0.00017099380493164064, 0.07
3112, 71.5913501195908, 1.3044605255126953, 1.0103212594985962, 0.00020279884338378907, 0.03
3113, 69.68919690434161, 1.319309949874878, 1.0094417333602905, 0.00017986297607421874, 0.01
3114, 56.886891189820794, 1.4349381923675537, 1.0143256187438965, 0.000185394287109375, 0.02
3115, 37.431132102896385, 1.4152183532714844, 1.016600489616394, 0.00018463134765625, 0.4
3116, 45.90623926505753, 1.3980753421783447, 1.0153032541275024, 0.0001858234405517578, 0.13
3117, 47.58462081952877, 1.5778800249099731, 1.014915108680725, 0.00017032623291015624, 0.45
3118, 46.248404735970965, 1.412222146987915, 1.0201419591903687, 0.00015363693237304687, 0.0
3119, 61.620612551136595, 1.5222272872924805, 1.014663577079773, 0.00016388893127441406, 0.19
3120, 54.811644673310404, 1.4207230806350708, 1.0149108171463013, 0.000183868408203125, 0.31
3121, 73.46013091129036, 1.4130051136016846, 1.011844277381897, 0.00018262863159179688, 0.32
3122, 58.345591804106874, 1.4239729642868042, 1.0120524168014526, 0.00018868446350097656, 0.06
3123, 12.775807722639998, 2.2871267795562744, 1.0714082717895508, 0.00013670921325683593, 0.6
3124, 85.43879043798843, 1.4776920080184937, 1.0118153095245361, 0.00016608238220214844, 0.29
3125, 30.30375482115282, 1.5702509880065918, 1.0229536294937134, 0.00020270347595214845, 0.68
3126, 46.955523541845004, 1.5517462491989136, 1.0147961378097534, 0.00016198158264160156, 0.31
3127, 29.06711023216515, 1.9031723737716675, 1.028031587600708, 0.00015239715576171876, 0.63
3128, 77.96560364053842, 1.3248653411865234, 1.010343074798584, 0.0001682758331298828, 0.08
3129, 34.78020773476236, 1.4040935039520264, 1.0166807174682617, 0.0001690387725830078, 0.03
3130, 34.96775527036357, 1.5728851556777954, 1.0209555625915527, 0.00015516281127929686, 0.49
3131, 56.730457122256915, 1.443631649017334, 1.0138611793518066, 0.00016503334045410157, 0.04
3132, 33.901486552714374, 1.4652807712554932, 1.0177361965179443, 0.00019474029541015624, 0.07
3133, 25.36893776283331, 1.5264015197753906, 1.0280319452285767, 0.00017371177673339844, 0.0
3134, 68.37965313877153, 1.2981314659118652, 1.0101418495178223, 0.0001476287841796875, 0.02
3135, 19.965563955643212, 1.6771389245986938, 1.022719383239746, 0.0001636028289794922, 0.53
3136, 56.72905927921336, 1.4518054723739624, 1.0103023052215576, 0.00017199516296386718, 0.05
3137, 37.112414622770274, 1.4415087699890137, 1.0140655040740967, 0.00016922950744628905, 0.07
3138, 41.9393318986747, 1.892096996307373, 1.0237282514572144, 0.0001667499542236328, 0.46
3139, 62.176620473570054, 1.452846884727478, 1.0137848854064941, 0.0001663684844970703, 0.17
3140, 78.27619556636297, 1.3562053442001343, 1.010440707206726, 0.00019159317016601563, 0.24
3141, 23.70300766688272, 1.4612417221069336, 1.0188839435577393, 0.00014653205871582032, 0.01
3142, 66.22754714568256, 1.2682759761810303, 1.009430170059204, 0.00016393661499023438, 0.08
3143, 66.62110778339526, 1.4128998517990112, 1.0091813802719116, 0.00017213821411132812, 0.2
3144, 80.14571139029093, 1.3113861083984375, 1.0095627307891846, 0.00016951560974121094, 0.01
3145, 31.481032594939578, 1.5739376544952393, 1.0242825746536255, 0.00016837120056152345, 0.03
3146, 38.83590960708254, 1.6685878038406372, 1.0200330018997192, 0.00020570755004882811, 0.38
3147, 10.022132195476013, 1.6266487836837769, 1.055607795715332, 0.00016622543334960939, 0.02
3148, 24.219332486430304, 1.5998337268829346, 1.0235334634780884, 0.00016083717346191407, 0.41
3149, 30.56649368791092, 1.6085946559906006, 1.0228731632232666, 0.00017609596252441407, 0.02
3150, 48.15571896524442, 1.397261619567871, 1.014086127281189, 0.0001785755157470703, 0.24
3151, 73.27460417632238, 1.2980908155441284, 1.0085738897323608, 0.00017347335815429688, 0.03
3152, 29.559479470896637, 1.56992506980896, 1.018403172492981, 0.00022320747375488282, 0.34
3153, 22.240438297985385, 1.4401682615280151, 1.025406837463379, 0.00017600059509277345, 0.0
3154, 24.00832330683466, 1.6911611557006836, 1.0306416749954224, 0.00018157958984375, 0.58
3155, 29.247089735622694, 1.518862247467041, 1.0180590152740479, 0.00016880035400390625, 0.06
3156, 69.60274839244033, 1.3033561706542969, 1.010414481163025, 0.00015921592712402343, 0.06
3157, 28.853469362651364, 1.9227573871612549, 1.0235739946365356, 0.00017218589782714845, 0.43
3158, 61.88799743813826, 1.481176733970642, 1.014176607131958, 0.00015730857849121093, 0.09
3159, 9.1470352421884, 2.085231065750122, 1.0937004089355469, 0.00018863677978515626, 0.71
3160, 76.16603406936729, 1.6272536516189575, 1.0141888856887817, 0.00017194747924804689, 0.43
3161, 42.830063333436456, 1.5149035453796387, 1.0170892477035522, 0.00016264915466308595, 0.31
3162, 47.9361232959255, 1.6953136920928955, 1.0165785551071167, 0.00016002655029296876, 0.23
3163, 27.491945251906543, 1.6190848350524902, 1.0301997661590576, 0.00016694068908691407, 0.39
3164, 34.26752771617011, 1.5671271085739136, 1.0222684144973755, 0.00017843246459960937, 0.34
3165, 34.399638613729934, 1.5070009231567383, 1.016759991645813, 0.00018310546875, 0.26
3166, 56.50557966728744, 1.3495746850967407, 1.0107120275497437, 0.00016627311706542968, 0.05
3167, 32.55700151823904, 1.5061532258987427, 1.016171932220459, 0.0001533985137939453, 0.31
3168, 11.841528221669426, 1.4861421585083008, 1.0259877443313599, 0.00014429092407226564, 0.43
3169, 70.41605365802616, 1.378602147102356, 1.0114214420318604, 0.00018439292907714843, 0.06
3170, 17.86921693946848, 1.6734673976898193, 1.0283548831939697, 0.0001514434814453125, 0.64
3171, 18.10151108037585, 1.5139508247375488, 1.0478709936141968, 0.0001553058624267578, 0.61
3172, 31.292082589734196, 1.4581208229064941, 1.0268068313598633, 0.00016498565673828125, 0.01
3173, 23.57999246330313, 1.5070760250091553, 1.0168160200119019, 0.00014925003051757812, 0.38
3174, 16.11606297345783, 1.5158997774124146, 1.0354970693588257, 0.00015358924865722657, 0.54
3175, 52.63705839123517, 1.6031169891357422, 1.014687180519104, 0.00018644332885742188, 0.31
3176, 18.951535839353316, 1.890961766242981, 1.0327074527740479, 0.00015578269958496093, 0.41
3177, 55.13705646851999, 1.4134767055511475, 1.0119460821151733, 0.00016088485717773436, 0.0
3178, 38.650831090389865, 1.6492701768875122, 1.0176432132720947, 0.00016965866088867188, 0.3
3179, 28.126047005072685, 1.5348042249679565, 1.0244724750518799, 0.00019164085388183593, 0.5
3180, 40.07005077419318, 1.550190806388855, 1.0166431665420532, 0.00016012191772460938, 0.28
3181, 24.89316156094761, 1.5093114376068115, 1.0223031044006348, 0.00018157958984375, 0.0
3182, 19.660840757312215, 1.5211832523345947, 1.0370177030563354, 0.00017194747924804689, 0.58
3183, 43.16249149612992, 1.3240890502929688, 1.0116024017333984, 0.00016407966613769532, 0.02
3184, 24.488477559896733, 1.5625369548797607, 1.0215187072753906, 0.0001583099365234375, 0.42
3185, 31.046513114114934, 1.469197392463684, 1.0167851448059082, 0.00016489028930664063, 0.12
3186, 46.35969104534241, 1.6942509412765503, 1.014729380607605, 0.0001881122589111328, 0.41
3187, 39.526532597177486, 1.4124659299850464, 1.016383409500122, 0.00017704963684082032, 0.09
3188, 45.29902983819373, 1.4699645042419434, 1.0162981748580933, 0.00020856857299804686, 0.24
3189, 49.45948050025417, 1.600752592086792, 1.0147411823272705, 0.0001690387725830078, 0.05
3190, 23.392234076565895, 1.614821195602417, 1.0279606580734253, 0.00015420913696289061, 0.39
3191, 47.321731025382896, 1.4781262874603271, 1.0154160261154175, 0.00016579627990722656, 0.29
3192, 63.16919282725523, 1.3826606273651123, 1.0112231969833374, 0.00020437240600585939, 0.17
3193, 23.62867702631142, 1.7585381269454956, 1.0330226421356201, 0.00015769004821777343, 0.53
3194, 24.997462870074827, 1.7774871587753296, 1.024097204208374, 0.00017352104187011718, 0.51
3195, 39.71670254337081, 1.5611703395843506, 1.0144407749176025, 0.00016016960144042968, 0.31
3196, 40.2234706975906, 1.71967351436615, 1.0182503461837769, 0.0001766204833984375, 0.28
3197, 54.21021613591485, 1.5130504369735718, 1.0123839378356934, 0.0001862049102783203, 0.25
3198, 56.6804018534588, 1.383160948753357, 1.0109705924987793, 0.00016694068908691407, 0.12
3199, 45.54207703838094, 1.5442321300506592, 1.0176206827163696, 0.00020022392272949218, 0.05
3200, 77.39939036004422, 1.4831511974334717, 1.008955478668213, 0.00015773773193359376, 0.23
3201, 33.15997148533997, 1.8152748346328735, 1.0252609252929688, 0.00016384124755859376, 0.06
3202, 31.566888205708132, 1.461028814315796, 1.0160719156265259, 0.00016722679138183593, 0.0
3203, 25.588499908518596, 1.7133417129516602, 1.0258821249008179, 0.00016870498657226563, 0.39
3204, 63.28535579205011, 1.3424339294433594, 1.009399175643921, 0.00016627311706542968, 0.01
3205, 30.078201888511238, 1.4841338396072388, 1.0213215351104736, 0.00020017623901367188, 0.48
3206, 73.06066656726902, 1.4161367416381836, 1.0120185613632202, 0.00017642974853515625, 0.06
3207, 35.01660331643112, 1.448596477508545, 1.0261625051498413, 0.00015063285827636718, 0.31
3208, 42.293021030166365, 1.5809588432312012, 1.021680474281311, 0.00016269683837890624, 0.04
3209, 23.392097157020952, 1.5945518016815186, 1.021040678024292, 0.00015587806701660155, 0.04
3210, 49.10211926575517, 1.5013768672943115, 1.0165644884109497, 0.00017066001892089843, 0.3
3211, 22.516351254155662, 1.714201807975769, 1.026654601097107, 0.000167083740234375, 0.4
3212, 43.229052964441074, 1.7143065929412842, 1.0198209285736084, 0.00017352104187011718, 0.33
3213, 64.76147717879623, 1.3656493425369263, 1.0135245323181152, 0.00015926361083984375, 0.0
3214, 12.369933587024825, 1.8809970617294312, 1.0713144540786743, 0.0001426219940185547, 0.6
3215, 50.92142192543031, 1.4294761419296265, 1.0158711671829224, 0.0001766204833984375, 0.06
3216, 43.06513404664528, 1.3098604679107666, 1.0145528316497803, 0.00015511512756347657, 0.02
3217, 28.578808281920114, 1.5247336626052856, 1.0250657796859741, 0.00018897056579589844, 0.01
3218, 59.9579956174903, 1.4408364295959473, 1.011879801750183, 0.00016956329345703126, 0.1
3219, 35.15254901693945, 1.5068660974502563, 1.0128408670425415, 0.0001803874969482422, 0.31
3220, 39.44745348759033, 1.7494139671325684, 1.0242846012115479, 0.00016417503356933594, 0.31
3221, 51.739467644627254, 1.4240959882736206, 1.0118348598480225, 0.0001572132110595703, 0.21
3222, 16.70925005007355, 2.232560634613037, 1.0763258934020996, 0.0001804351806640625, 0.4
3223, 14.642306276233466, 1.7760100364685059, 1.0523743629455566, 0.00015058517456054688, 0.73
3224, 17.46198155551791, 1.5828497409820557, 1.0213602781295776, 0.00017499923706054688, 0.6
3225, 58.32340908807733, 1.3854241371154785, 1.0126912593841553, 0.00015439987182617188, 0.0
3226, 43.234131008923306, 1.395858883857727, 1.012929916381836, 0.00017418861389160157, 0.06
3227, 23.027982694577823, 1.6371128559112549, 1.0252814292907715, 0.00016722679138183593, 0.39
3228, 32.04109249820782, 1.462632179260254, 1.0302026271820068, 0.00017189979553222656, 0.02
3229, 129.25211265757784, 1.1279239654541016, 1.0060608386993408, 0.00014700889587402344, 0.0
3230, 26.36937392013098, 1.9178531169891357, 1.0298206806182861, 0.00016493797302246093, 0.55
3231, 50.57510051006121, 1.327976942062378, 1.0123194456100464, 0.0001671314239501953, 0.03
3232, 46.98456786700283, 1.6185615062713623, 1.0152957439422607, 0.00016231536865234374, 0.01
3233, 97.74290822646883, 1.2886346578598022, 1.009705901145935, 0.0001693248748779297, 0.0
3234, 25.31486842085606, 1.7129775285720825, 1.0334933996200562, 0.0001575469970703125, 0.56
3235, 37.36231313207839, 1.8658310174942017, 1.0265257358551025, 0.00017080307006835937, 0.53
3236, 45.161686573358566, 1.3739774227142334, 1.0136479139328003, 0.00017228126525878907, 0.1
3237, 52.47078312040512, 1.5380882024765015, 1.0111844539642334, 0.00017299652099609376, 0.1
3238, 24.905349552300123, 1.4382209777832031, 1.0280370712280273, 0.00017766952514648439, 0.01
3239, 65.01039537857676, 1.6205432415008545, 1.0167152881622314, 0.00016837120056152345, 0.12
3240, 34.38496578262306, 1.5550076961517334, 1.0163042545318604, 0.0001922607421875, 0.39
3241, 34.033343822854405, 1.4955134391784668, 1.0237042903900146, 0.00015230178833007811, 0.03
3242, 79.3823945138646, 1.3843870162963867, 1.0125536918640137, 0.0001728057861328125, 0.15
3243, 40.79470146635688, 1.384783387184143, 1.0178444385528564, 0.0001686573028564453, 0.32
3244, 42.813393908664224, 1.4644328355789185, 1.012528896331787, 0.00016222000122070312, 0.18
3245, 71.29470157771561, 1.5113451480865479, 1.0143377780914307, 0.00018053054809570314, 0.48
3246, 14.164676360366604, 1.6588120460510254, 1.0212920904159546, 0.0001987457275390625, 0.53
3247, 61.43210893441373, 1.3259077072143555, 1.0094871520996094, 0.0001861095428466797, 0.16
3248, 28.121845994606577, 1.801526665687561, 1.0278644561767578, 0.00016789436340332032, 0.57
3249, 15.671492583406618, 1.801184058189392, 1.057247281074524, 0.00016336441040039064, 0.71
3250, 28.524246148003655, 1.8734310865402222, 1.0230454206466675, 0.0001590251922607422, 0.32
3251, 51.061748085476914, 1.3885838985443115, 1.0124768018722534, 0.0001953601837158203, 0.1
3252, 20.396551315712692, 1.5625330209732056, 1.0343985557556152, 0.00015292167663574218, 0.57
3253, 41.40199787196759, 1.7689952850341797, 1.0160146951675415, 0.0001784801483154297, 0.12
3254, 29.33237318573649, 1.6282914876937866, 1.018959641456604, 0.0001857280731201172, 0.31
3255, 52.099944889934214, 1.493568778038025, 1.012604832649231, 0.00018100738525390626, 0.4
3256, 36.80039279261686, 1.8039580583572388, 1.020636796951294, 0.00022149085998535156, 0.53
3257, 56.73109149223197, 1.3851410150527954, 1.0141230821609497, 0.00018014907836914063, 0.18
3258, 48.957693473601196, 1.5280588865280151, 1.0109635591506958, 0.0001803874969482422, 0.22
3259, 68.33110036254826, 1.4025294780731201, 1.0141657590866089, 0.00018739700317382812, 0.04
3260, 27.080382365997, 1.5815335512161255, 1.021408200263977, 0.00015764236450195314, 0.43
3261, 13.155232064200744, 1.5149235725402832, 1.0383466482162476, 0.00015077590942382812, 0.03
3262, 34.23378208543012, 1.6517443656921387, 1.0214720964431763, 0.00016465187072753907, 0.22
3263, 75.89195915509372, 1.34358811378479, 1.0097882747650146, 0.00016560554504394532, 0.03
3264, 73.92336900590995, 1.493329405784607, 1.011095404624939, 0.00019211769104003905, 0.17
3265, 60.26847556395256, 1.4122101068496704, 1.0106011629104614, 0.00018296241760253906, 0.08
3266, 24.727471061907064, 1.5532426834106445, 1.0277185440063477, 0.00017518997192382811, 0.64
3267, 21.215321857628652, 1.5407229661941528, 1.0437067747116089, 0.00016655921936035157, 0.5
3268, 25.874099551694457, 1.7540841102600098, 1.0226281881332397, 0.00016870498657226563, 0.47
3269, 15.622294708982768, 1.3753634691238403, 1.010464072227478, 0.0001743793487548828, 0.03
3270, 35.25036987430764, 1.4502137899398804, 1.0200291872024536, 0.00016694068908691407, 0.27
3271, 19.936961460467632, 1.3505737781524658, 1.0235995054244995, 0.00017690658569335938, 0.0
3272, 15.930349773378042, 1.6786059141159058, 1.0346943140029907, 0.00015034675598144532, 0.66
3273, 50.38530186124535, 1.3222497701644897, 1.010831594467163, 0.00017538070678710938, 0.02
3274, 82.69909416976103, 1.241328239440918, 1.0071479082107544, 0.00015010833740234376, 0.01
3275, 28.869026696908776, 1.7335906028747559, 1.0206772089004517, 0.00015897750854492186, 0.47
3276, 70.15958619520055, 1.307705044746399, 1.0107420682907104, 0.00017180442810058594, 0.11
3277, 10.703186220436194, 1.6872648000717163, 1.02816903591156, 0.00017418861389160157, 0.62
3278, 65.37174136397992, 1.2763845920562744, 1.0091285705566406, 0.00017485618591308593, 0.03
3279, 40.692929045698875, 1.6286709308624268, 1.017208218574524, 0.00016274452209472657, 0.23
3280, 41.47652762233418, 1.5003764629364014, 1.0197254419326782, 0.0001483917236328125, 0.43
3281, 34.418160159256765, 1.5063172578811646, 1.0197759866714478, 0.00015158653259277343, 0.02
3282, 70.14533179075589, 1.440677285194397, 1.0074942111968994, 0.00015964508056640626, 0.2
3283, 21.304895203228096, 1.5803427696228027, 1.0416604280471802, 0.00017995834350585936, 0.54
3284, 31.727222908714882, 1.7670892477035522, 1.031376600265503, 0.00016489028930664063, 0.01
3285, 21.999883878961995, 1.8658876419067383, 1.024112582206726, 0.00018444061279296876, 0.49
3286, 26.90908227022931, 1.355234146118164, 1.0168453454971313, 0.00018591880798339843, 0.07
3287, 62.53808998611871, 1.5737296342849731, 1.0152034759521484, 0.00017337799072265626, 0.07
3288, 53.54106256381012, 1.5564815998077393, 1.0121104717254639, 0.00016832351684570312, 0.17
3289, 65.43294109324407, 1.3105175495147705, 1.0110876560211182, 0.000153350830078125, 0.0
3290, 24.532104838403313, 1.8746687173843384, 1.033442735671997, 0.00015668869018554689, 0.58
3291, 48.77989482765212, 1.5186491012573242, 1.011886715888977, 0.00016298294067382813, 0.19
3292, 34.55554091807152, 1.7188514471054077, 1.0196410417556763, 0.00015869140625, 0.27
3293, 57.825287724090636, 1.6334720849990845, 1.0163177251815796, 0.0001533031463623047, 0.27
3294, 38.100701224277906, 1.5698232650756836, 1.0184931755065918, 0.00016541481018066405, 0.0
3295, 39.064154890854056, 1.785901665687561, 1.0234438180923462, 0.0001750469207763672, 0.55
3296, 43.94257509219519, 1.6622554063796997, 1.0190114974975586, 0.0001628398895263672, 0.36
3297, 38.79704522229795, 1.6538479328155518, 1.0258663892745972, 0.00017375946044921874, 0.37
3298, 60.6592592513042, 1.4765307903289795, 1.0137591361999512, 0.0002067089080810547, 0.28
3299, 39.761111601786595, 1.4875363111495972, 1.0155344009399414, 0.00017104148864746093, 0.18
3300, 32.66853381589871, 1.395966649055481, 1.0204541683197021, 0.0004039764404296875, 0.0
3301, 72.23828581518735, 1.3411681652069092, 1.0106419324874878, 0.00017757415771484374, 0.02
3302, 19.435544326376984, 1.6358290910720825, 1.050513744354248, 0.0001636028289794922, 0.75
3303, 26.145796407224065, 1.5096747875213623, 1.0245264768600464, 0.00017299652099609376, 0.0
3304, 31.117387243878657, 1.868591070175171, 1.024063229560852, 0.00017294883728027343, 0.52
3305, 20.816664625743503, 1.8950320482254028, 1.0218607187271118, 0.00016016960144042968, 0.49
3306, 36.1547904906839, 1.651002287864685, 1.0197170972824097, 0.00016794204711914062, 0.39
3307, 39.840019486238546, 1.581516981124878, 1.0180184841156006, 0.00016469955444335936, 0.03
3308, 25.33813637271158, 2.109267473220825, 1.028487205505371, 0.00016660690307617186, 0.66
3309, 76.86165527416928, 1.4009127616882324, 1.009412169456482, 0.00016918182373046876, 0.25
3310, 58.53192287362823, 1.3835039138793945, 1.0123399496078491, 0.00017709732055664061, 0.03
3311, 24.954229919437175, 1.9679827690124512, 1.0228266716003418, 0.00016312599182128907, 0.51
3312, 18.103381545234363, 1.6675537824630737, 1.0361167192459106, 0.00015540122985839843, 0.57
3313, 101.77261141856465, 1.239809513092041, 1.0075292587280273, 0.0001693248748779297, 0.01
3314, 30.31722911532385, 1.5115580558776855, 1.0144951343536377, 0.0001686573028564453, 0.51
3315, 16.93927081731374, 1.8165925741195679, 1.0272172689437866, 0.00017757415771484374, 0.55
3316, 15.947350010668591, 1.6989518404006958, 1.049940824508667, 0.00016942024230957032, 0.57
3317, 23.17287168546335, 1.5636367797851562, 1.0228404998779297, 0.00017986297607421874, 0.53
3318, 21.433138881271585, 1.43944251537323, 1.022929072380066, 0.00018663406372070311, 0.0
3319, 17.460819891841556, 1.5397570133209229, 1.0397268533706665, 0.00016922950744628905, 0.01
3320, 21.81455761822816, 1.7221263647079468, 1.02231764793396, 0.00015869140625, 0.61
3321, 64.63994082036668, 1.3805458545684814, 1.0120376348495483, 0.00016074180603027345, 0.12
3322, 53.46826475622588, 1.5431225299835205, 1.013336181640625, 0.0001648426055908203, 0.13
3323, 44.286015781043304, 1.4996976852416992, 1.01430344581604, 0.0001693248748779297, 0.11
3324, 55.61702897792011, 1.4041733741760254, 1.010418176651001, 0.00015797615051269532, 0.02
3325, 11.038823644802836, 1.4582712650299072, 1.0322818756103516, 0.0001651287078857422, 0.72
3326, 49.98634234706646, 1.4981368780136108, 1.01594078540802, 0.00016999244689941406, 0.1
3327, 18.476031886829304, 1.7595760822296143, 1.0239684581756592, 0.00017609596252441407, 0.25
3328, 23.78702532743716, 1.5056735277175903, 1.024397611618042, 0.00016574859619140626, 0.03
3329, 50.00230804559387, 1.374964952468872, 1.0144249200820923, 0.00015172958374023437, 0.07
3330, 30.089011971688432, 1.4935507774353027, 1.02534818649292, 0.00015630722045898438, 0.37
3331, 37.87015371203305, 1.7433595657348633, 1.0167858600616455, 0.00015254020690917968, 0.28
3332, 30.546242843755707, 1.5054467916488647, 1.0201882123947144, 0.00019540786743164063, 0.41
3333, 35.43734664370344, 1.7593413591384888, 1.0232514142990112, 0.0002243518829345703, 0.53
3334, 37.84095665935647, 1.6528373956680298, 1.021072506904602, 0.00017271041870117187, 0.42
3335, 15.378117880411976, 1.4611204862594604, 1.0379825830459595, 0.00015344619750976563, 0.03
3336, 90.73599154722297, 1.3159232139587402, 1.0106266736984253, 0.00017833709716796875, 0.03
3337, 46.64348912590729, 1.39104163646698, 1.0149613618850708, 0.00017771720886230468, 0.31
3338, 55.37661437894912, 1.6240798234939575, 1.0135778188705444, 0.0001712799072265625, 0.35
3339, 45.27932851978151, 1.5823795795440674, 1.015487551689148, 0.00017004013061523439, 0.1
3340, 32.252029890315235, 1.5044269561767578, 1.0206201076507568, 0.00019807815551757811, 0.26
3341, 71.00668976093294, 1.567286491394043, 1.0141428709030151, 0.00016808509826660156, 0.22
3342, 32.82886595669214, 1.3266663551330566, 1.0143828392028809, 0.00016546249389648438, 0.19
3343, 83.40089323920239, 1.3355673551559448, 1.0121185779571533, 0.00016336441040039064, 0.0
3344, 39.58488603376031, 1.4354729652404785, 1.0131330490112305, 0.00016531944274902343, 0.2
3345, 20.78469032862722, 1.8963922262191772, 1.0465320348739624, 0.00017881393432617188, 0.83
3346, 83.71731087458244, 1.4425551891326904, 1.011587381362915, 0.0001796722412109375, 0.34
3347, 15.408490470644464, 1.5312516689300537, 1.0431365966796875, 0.000164031982421875, 0.55
3348, 65.2527451419692, 1.451235055923462, 1.0132001638412476, 0.0001689910888671875, 0.13
3349, 41.635375188925714, 1.374031901359558, 1.0151225328445435, 0.00015926361083984375, 0.01
3350, 67.24938191643211, 1.3076900243759155, 1.006685495376587, 0.00017642974853515625, 0.04
3351, 32.23189296774739, 1.6928002834320068, 1.0257060527801514, 0.00018625259399414064, 0.59
3352, 65.9708472889642, 1.3807129859924316, 1.0106927156448364, 0.00016870498657226563, 0.01
3353, 37.917877138026, 1.496587872505188, 1.0175387859344482, 0.00020399093627929688, 0.43
3354, 61.709967683547134, 1.4035701751708984, 1.0128768682479858, 0.00016560554504394532, 0.07
3355, 17.911969411049384, 1.5976336002349854, 1.0142271518707275, 0.00017170906066894532, 0.48
3356, 46.38386321105869, 1.5340957641601562, 1.017098069190979, 0.00017485618591308593, 0.2
3357, 43.23474433743097, 1.5680276155471802, 1.0196422338485718, 0.00018796920776367187, 0.47
3358, 39.14150427108143, 1.3755391836166382, 1.0136853456497192, 0.0001784801483154297, 0.07
3359, 32.32747316312288, 1.7222986221313477, 1.0311846733093262, 0.0001678466796875, 0.6
3360, 41.27069944397893, 1.5883699655532837, 1.0183610916137695, 0.0001647472381591797, 0.06
3361, 59.94101955199955, 1.3488383293151855, 1.0099297761917114, 0.00017943382263183594, 0.08
3362, 59.13641770769984, 1.3831335306167603, 1.0123170614242554, 0.00016107559204101563, 0.12
3363, 56.16993676808731, 1.4251599311828613, 1.0092235803604126, 0.00016989707946777344, 0.09
3364, 22.162782738187104, 1.4653452634811401, 1.0149561166763306, 0.00018715858459472656, 0.36
3365, 45.67470894313852, 1.5695817470550537, 1.0210076570510864, 0.00016355514526367188, 0.21
3366, 53.30807312243141, 1.65573251247406, 1.0180011987686157, 0.0001746654510498047, 0.26
3367, 49.80652937749584, 1.3500657081604004, 1.0110142230987549, 0.00015616416931152344, 0.1
3368, 62.60945359440958, 1.3189072608947754, 1.0147613286972046, 0.00015468597412109374, 0.01
